Date,Close
3/03/2016,34.35
4/03/2016,34.3
7/03/2016,35.22
8/03/2016,34.12
9/03/2016,34.24
10/03/2016,36.41
11/03/2016,35.72
14/03/2016,35.07
15/03/2016,35.77
16/03/2016,37.81
17/03/2016,38.04
18/03/2016,37.99
21/03/2016,38.07
22/03/2016,37.51
23/03/2016,35.45
24/03/2016,36.12
28/03/2016,36.01
29/03/2016,37.3
30/03/2016,36.75
31/03/2016,36.16
1/04/2016,36.53
4/04/2016,35.83
5/04/2016,36.43
6/04/2016,36.52
7/04/2016,37.87
8/04/2016,38.47
11/04/2016,40.58
12/04/2016,41.08
13/04/2016,40.42
14/04/2016,39.56
15/04/2016,40.42
18/04/2016,40.06
19/04/2016,41.49
20/04/2016,40.83
21/04/2016,41.83
22/04/2016,41.34
25/04/2016,40.58
26/04/2016,41.11
27/04/2016,41.38
28/04/2016,43.23
29/04/2016,47.21
2/05/2016,46.76
3/05/2016,45.71
4/05/2016,43.8
5/05/2016,44.98
6/05/2016,46.04
9/05/2016,44.11
10/05/2016,45.35
11/05/2016,46.66
12/05/2016,45.75
13/05/2016,46.2
16/05/2016,47.53
17/05/2016,48.31
18/05/2016,44.89
19/05/2016,45.67
20/05/2016,46.18
23/05/2016,45.93
24/05/2016,44.15
25/05/2016,44.82
26/05/2016,45.15
27/05/2016,44.14
31/05/2016,44.92
1/06/2016,45.17
2/06/2016,45.12
3/06/2016,50.16
6/06/2016,50.26
7/06/2016,50.15
8/06/2016,50.59
9/06/2016,51.1
10/06/2016,50.59
13/06/2016,51.43
14/06/2016,49.92
15/06/2016,51.26
16/06/2016,50.51
17/06/2016,50.22
20/06/2016,50.39
21/06/2016,49.64
22/06/2016,50.4
23/06/2016,49.8
24/06/2016,52.03
27/06/2016,52.54
28/06/2016,52.32
29/06/2016,52.96
30/06/2016,53.5
1/07/2016,55.6
5/07/2016,55.32
6/07/2016,56.34
7/07/2016,55.32
8/07/2016,55.84
11/07/2016,55.54
12/07/2016,54.28
13/07/2016,56.81
14/07/2016,56.08
15/07/2016,56.07
18/07/2016,56.07
19/07/2016,55.71
20/07/2016,52.25
21/07/2016,53.23
22/07/2016,53.73
25/07/2016,51.29
26/07/2016,52.72
27/07/2016,54.66
28/07/2016,56.54
29/07/2016,58.14
1/08/2016,58.89
2/08/2016,59.38
3/08/2016,59.32
4/08/2016,59.77
5/08/2016,57.92
8/08/2016,57.25
9/08/2016,58.36
10/08/2016,59.1
11/08/2016,58.59
12/08/2016,58.46
15/08/2016,58.12
16/08/2016,58.16
17/08/2016,57.3
18/08/2016,57.74
19/08/2016,56.14
22/08/2016,56.25
23/08/2016,55.93
24/08/2016,51.99
25/08/2016,52.47
26/08/2016,52.42
29/08/2016,53.3
30/08/2016,50.83
31/08/2016,50.65
1/09/2016,52.09
2/09/2016,53.57
6/09/2016,55.87
7/09/2016,56.12
8/09/2016,54.54
9/09/2016,50.97
12/09/2016,52.74
13/09/2016,51.29
14/09/2016,51.05
15/09/2016,51.67
16/09/2016,51.44
19/09/2016,52.13
20/09/2016,52.28
21/09/2016,56.03
22/09/2016,56.55
23/09/2016,54.33
26/09/2016,54.14
27/09/2016,54.05
28/09/2016,55
29/09/2016,55.15
30/09/2016,54.18
3/10/2016,52.77
4/10/2016,47.46
5/10/2016,46.76
6/10/2016,45.63
7/10/2016,44.95
10/10/2016,44.94
11/10/2016,44.72
12/10/2016,46.09
13/10/2016,46.31
14/10/2016,45.66
17/10/2016,46.17
18/10/2016,48.01
19/10/2016,49.49
20/10/2016,49.17
21/10/2016,49.05
24/10/2016,48.29
25/10/2016,49.59
26/10/2016,48.4
27/10/2016,48.77
28/10/2016,49.4
31/10/2016,50.8
1/11/2016,51.62
2/11/2016,51.22
3/11/2016,51.87
4/11/2016,51.68
7/11/2016,49.59
8/11/2016,49.7
9/11/2016,50.54
10/11/2016,46.55
11/11/2016,42.24
14/11/2016,42.02
15/11/2016,44.23
16/11/2016,44.27
17/11/2016,42.78
18/11/2016,42.2
21/11/2016,43.19
22/11/2016,42.74
23/11/2016,39.84
25/11/2016,40.88
28/11/2016,42.17
29/11/2016,41.95
30/11/2016,41.05
1/12/2016,40.11
2/12/2016,41.1
5/12/2016,40.91
6/12/2016,40.51
7/12/2016,40.32
8/12/2016,40.43
9/12/2016,38.28
12/12/2016,38.92
13/12/2016,39.65
14/12/2016,37.87
15/12/2016,36.44
16/12/2016,37.34
19/12/2016,38.1
20/12/2016,37.76
21/12/2016,38.23
22/12/2016,38.12
23/12/2016,38.86
27/12/2016,39.96
28/12/2016,40.5
29/12/2016,43.4
30/12/2016,42
3/01/2017,43.05
4/01/2017,43.27
5/01/2017,45.56
6/01/2017,44.89
9/01/2017,44.13
10/01/2017,44.35
11/01/2017,45.55
12/01/2017,45.64
13/01/2017,46.05
17/01/2017,46.49
18/01/2017,45.7
19/01/2017,45.2
20/01/2017,45.64
23/01/2017,47.11
24/01/2017,47.26
25/01/2017,45.86
26/01/2017,44.93
27/01/2017,45.92
30/01/2017,46.17
31/01/2017,47.7
1/02/2017,47.4
2/02/2017,48.65
3/02/2017,49.21
6/02/2017,50.34
7/02/2017,50.08
8/02/2017,50.86
9/02/2017,50.2
10/02/2017,50.83
13/02/2017,49.75
14/02/2017,49.45
15/02/2017,49.42
16/02/2017,47.1
17/02/2017,46.82
21/02/2017,46.61
22/02/2017,45.47
23/02/2017,45.38
24/02/2017,45.32
27/02/2017,42.46
28/02/2017,42.41
1/03/2017,42.2
2/03/2017,40.59
3/03/2017,41.23
6/03/2017,40.12
7/03/2017,39.98
8/03/2017,40.05
9/03/2017,39.86
10/03/2017,41.2
13/03/2017,41.25
14/03/2017,39.92
15/03/2017,42.99
16/03/2017,42.25
17/03/2017,42.37
20/03/2017,43.03
21/03/2017,44.09
22/03/2017,44.37
23/03/2017,44.33
24/03/2017,43.83
27/03/2017,44.64
28/03/2017,43.09
29/03/2017,43.16
30/03/2017,42.27
31/03/2017,42.44
3/04/2017,43.55
4/04/2017,44.35
5/04/2017,44.64
6/04/2017,44.92
7/04/2017,44.59
10/04/2017,45.28
11/04/2017,46.36
12/04/2017,47.12
13/04/2017,46.62
17/04/2017,46.73
18/04/2017,46.47
19/04/2017,45.38
20/04/2017,45.57
21/04/2017,46.01
24/04/2017,45.66
25/04/2017,43.46
26/04/2017,43.61
27/04/2017,43.48
28/04/2017,47.83
1/05/2017,46.72
2/05/2017,46.84
3/05/2017,46.27
4/05/2017,45.35
5/05/2017,46.67
8/05/2017,46.62
9/05/2017,46.22
10/05/2017,46.77
11/05/2017,47.62
12/05/2017,48.42
15/05/2017,48.85
16/05/2017,49.16
17/05/2017,49.53
18/05/2017,48.81
19/05/2017,49.24
22/05/2017,49.13
23/05/2017,47.6
24/05/2017,48.27
25/05/2017,48.25
26/05/2017,49.13
30/05/2017,48.06
31/05/2017,48.41
1/06/2017,48.61
2/06/2017,48.89
5/06/2017,48.1
6/06/2017,50.58
7/06/2017,50.09
8/06/2017,49.67
9/06/2017,48.2
12/06/2017,48.11
13/06/2017,49.27
14/06/2017,46.96
15/06/2017,46.39
16/06/2017,46.84
19/06/2017,46.32
20/06/2017,45.7
21/06/2017,46.42
22/06/2017,46.55
23/06/2017,47.84
26/06/2017,47.27
27/06/2017,46.08
28/06/2017,46.46
29/06/2017,44.75
30/06/2017,45.12
3/07/2017,44.05
5/07/2017,44.23
6/07/2017,43.97
7/07/2017,43.56
10/07/2017,44.49
11/07/2017,44.81
12/07/2017,44.64
13/07/2017,43.7
14/07/2017,44.6
17/07/2017,44.89
18/07/2017,45.01
19/07/2017,44.94
20/07/2017,45.63
21/07/2017,46.05
24/07/2017,45.92
25/07/2017,45.43
26/07/2017,47.38
27/07/2017,47.24
28/07/2017,47.29
31/07/2017,46.71
1/08/2017,46.2
2/08/2017,45.95
3/08/2017,45.62
4/08/2017,44.8
7/08/2017,44.98
8/08/2017,44.55
9/08/2017,44.73
10/08/2017,46.3
11/08/2017,46.15
14/08/2017,45.99
15/08/2017,45.67
16/08/2017,46.7
17/08/2017,47.04
18/08/2017,46.82
21/08/2017,47.21
22/08/2017,46.86
23/08/2017,47.01
24/08/2017,46.97
25/08/2017,47.47
28/08/2017,49.6
29/08/2017,51.02
30/08/2017,50.49
31/08/2017,51.26
1/09/2017,51.23
5/09/2017,51.43
6/09/2017,50.54
7/09/2017,51.37
8/09/2017,51.2
11/09/2017,49.46
12/09/2017,49.61
13/09/2017,48.54
14/09/2017,48.83
15/09/2017,48.12
18/09/2017,47.25
19/09/2017,47.45
20/09/2017,46.93
21/09/2017,46.14
22/09/2017,46.74
25/09/2017,47.48
26/09/2017,45.95
27/09/2017,45.36
28/09/2017,45.61
29/09/2017,45.21
2/10/2017,45.17
